source_id,title,authors,year,url,doi,pmid,source_type,version,retrieved_at,access_level,snapshot_path,snapshot_sha256,species,notes,ingestion_status,duplicate_of
R015,GEO,unavailable,unavailable,https://www.ncbi.nlm.nih.gov/geo/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:10.522732+00:00,resource_landing_page,research/references/resource_15.html,cda8f7e324124dbe19fd1d8f88e8b9c943bde9401e736dcbbd0c796f0bb18731,unavailable,"Study accessions, platform and sample provenance",registry_only,unavailable
R016,BioStudies/ArrayExpress,unavailable,unavailable,https://www.ebi.ac.uk/biostudies/arrayexpress,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:11.288220+00:00,resource_landing_page,research/references/resource_16.html,2ad2677117c93b148ae0dcdebe064633fbe1da4309b7b48a51c8e277fe1fa251,unavailable,Original and reprocessed transcriptomics; accession deduplication,registry_only,unavailable
R017,ImmPort,unavailable,unavailable,https://www.immport.org/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:12.813845+00:00,resource_landing_page,research/references/resource_17.html,fd2cb3ca8404a66d05485772912d96255cc7f73f95c6dd10e9bc20bfa3f64af5,unavailable,Immune cohorts and assays; controlled metadata review,registry_only,unavailable
R018,BLUEPRINT,unavailable,unavailable,https://www.blueprint-epigenome.eu/,unavailable,unavailable,resource,unavailable,2026-09-13T01:19:34.076216+00:00,retrieval_failed,unavailable,unavailable,unavailable,Immune epigenome/QTL study reuse must be tracked; local variable 'urllib' referenced before assignment,registry_only,unavailable
R019,DICE,unavailable,unavailable,https://dice-database.org/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:43.933355+00:00,resource_landing_page,research/references/resource_19.html,8a3ba035dc6cda9acafe552c2af2b0571221def0601a5a387a22d207b567c850,unavailable,Immune-cell eQTL/transcriptomes; cell-specific context,registry_only,unavailable
R020,ProteomeXchange,unavailable,unavailable,https://www.proteomexchange.org/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:45.073951+00:00,resource_landing_page,research/references/resource_20.html,8ad515e1f6d2f397eb905a8c1566494aaaa3e19f7e692c683d3f6648b8645f77,unavailable,Repository consortium; PRIDE deposits are not independent studies,registry_only,unavailable
R021,PRIDE,unavailable,unavailable,https://www.ebi.ac.uk/pride/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:46.945509+00:00,resource_landing_page,research/references/resource_21.html,aa9c2044fcadce3637f78c43798812a3ef830b0415cf674b8672b349f8b660f9,unavailable,Peptide/reagent/protein inference QC and dataset accession,registry_only,unavailable
R022,UniProt,unavailable,unavailable,https://www.uniprot.org/,unavailable,unavailable,resource,unavailable,2026-09-12T16:53:50.739652+00:00,resource_landing_page,research/references/resource_22.html,5e0cb3553ee8959f280e8fd7da240434e03a885ca8108dde4e20022767c98a5a,unavailable,Identity normalization only; gene and protein remain separate,registry_only,unavailable
R023,IUPHAR IL-12,unavailable,unavailable,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4977,unavailable,unavailable,resource,unavailable,2026-09-12T16:54:01.703200+00:00,resource_landing_page,research/references/resource_23.html,7ae0b9b85f8737c419b00282de2ac4106165dca2f48e7ef9ce6284e32b9be0fc,unavailable,IL12A/IL12B heterodimer identity; assay label remains separate,registry_only,unavailable
SPEC_README,Greenfield Multi-Omic Immune-System Prior Review specification,,,README.md,,,specification,0.1.0,unavailable,local_specification,README.md,942a9151ed094446ecc918381d713ead4569e6b5c0b84445c4ae6e675a21efe4,,,specification_only,
UP_O00626,CCL22 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/O00626.json,unavailable,unavailable,resource,199,2026-09-12T19:09:50.373672+00:00,API_JSON_identity,research/references/uniprot_CCL22.json,cbd6c304448f3d236ddefa0726c93c66b5a45392ba11605cdfb380f10cd8a514,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P01374,LTA human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P01374.json,unavailable,unavailable,resource,238,2026-09-12T19:10:50.922239+00:00,API_JSON_identity,research/references/uniprot_LTA.json,37c513b236b9a61bcc7835f974add2d051f2191f4d3a1b1ebb10f7181b98a69f,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P01375,TNF human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P01375.json,unavailable,unavailable,resource,283,2026-09-12T19:10:52.160022+00:00,API_JSON_identity,research/references/uniprot_TNF.json,e0ff0ba226d6d35a9fff2f24366edb2f7bf6bba1c8e6ae18c907f8463b2623f7,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P01579,IFNG human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P01579.json,unavailable,unavailable,resource,256,2026-09-12T19:10:33.913780+00:00,API_JSON_identity,research/references/uniprot_IFNG.json,9d276b5007880b6ba39d35194c87745c3f60f2bc2793468062e88328f3e5b205,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P01583,IL1A human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P01583.json,unavailable,unavailable,resource,241,2026-09-12T19:10:43.802492+00:00,API_JSON_identity,research/references/uniprot_IL1A.json,9fc3a121a644741a9d7ffd41844dab9e556c2821ded130273979b51e6855140b,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P01584,IL1B human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P01584.json,unavailable,unavailable,resource,267,2026-09-12T19:10:44.992754+00:00,API_JSON_identity,research/references/uniprot_IL1B.json,80677a941288d75bfa9451844eff7a9ed29b1dc718bf7658ab8d7470ac3a89a4,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P02778,CXCL10 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P02778.json,unavailable,unavailable,resource,235,2026-09-12T19:10:27.295600+00:00,API_JSON_identity,research/references/uniprot_CXCL10.json,981ca215a3471f7b987ef9ed2e5368f93434400d791a379a9c23c82fd06d3aec,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P04141,CSF2 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P04141.json,unavailable,unavailable,resource,225,2026-09-12T19:10:20.803408+00:00,API_JSON_identity,research/references/uniprot_CSF2.json,59983f09e79dca0479258b562b5c0481124dc92c9bbb71c69497ce09c8430a81,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P05112,IL4 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P05112.json,unavailable,unavailable,resource,255,2026-09-12T19:10:46.152001+00:00,API_JSON_identity,research/references/uniprot_IL4.json,d356080c4ed94add51e600bb3a563628a9dc099bedf5c3d95372da7b290ab2cf,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P05113,IL5 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P05113.json,unavailable,unavailable,resource,231,2026-09-12T19:10:47.522848+00:00,API_JSON_identity,research/references/uniprot_IL5.json,60d57a8bcd962eb40fb7343e4cde9ee004ebd1da4e5976b9b031f087305dc5b1,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P05231,IL6 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P05231.json,unavailable,unavailable,resource,259,2026-09-12T19:10:48.686313+00:00,API_JSON_identity,research/references/uniprot_IL6.json,6fb15320a443a455a08fe049b9a077f539a106072baac06b1f448de35b381a39,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P10145,CXCL8 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P10145.json,unavailable,unavailable,resource,255,2026-09-12T19:10:31.270614+00:00,API_JSON_identity,research/references/uniprot_CXCL8.json,19da5514a81bf17c3680e117d4e49f86d192fc54826fb022de4d7304b9d81d5d,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P10147,CCL3 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P10147.json,unavailable,unavailable,resource,232,2026-09-12T19:10:10.702495+00:00,API_JSON_identity,research/references/uniprot_CCL3.json,f60c8beadec02ecd90cc38521bf90bc45cb631c3d5926386a9f29d05b4b53576,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P13232,IL7 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P13232.json,unavailable,unavailable,resource,215,2026-09-12T19:10:49.806921+00:00,API_JSON_identity,research/references/uniprot_IL7.json,26f432747e41c5c725665d514634018aab2fd66b119cefc5262e607fe27404d9,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P13236,CCL4 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P13236.json,unavailable,unavailable,resource,233,2026-09-12T19:10:14.055184+00:00,API_JSON_identity,research/references/uniprot_CCL4.json,bb90d278544edf2ecbd3b263495635f193f9c0b8592d2361835506e8720686de,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P13500,CCL2 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P13500.json,unavailable,unavailable,resource,263,2026-09-12T19:09:46.546737+00:00,API_JSON_identity,research/references/uniprot_CCL2.json,af5e39a492bb231b9c574b15072f1571637445068dae3843d2268a4653f02730,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P15692,VEGFA human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P15692.json,unavailable,unavailable,resource,278,2026-09-12T19:10:53.433184+00:00,API_JSON_identity,research/references/uniprot_VEGFA.json,64143d4a8be940508a41a64616aa5f24d96b12c5538fb514424d9606a2adc6c3,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P22301,IL10 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P22301.json,unavailable,unavailable,resource,232,2026-09-12T19:10:35.204201+00:00,API_JSON_identity,research/references/uniprot_IL10.json,fd6bde5be61aa73ba6aac09bcff9fc92036b580367c09f9969b725174b649b1e,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P29459,IL12A human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P29459.json,unavailable,unavailable,resource,208,2026-09-12T19:10:36.360451+00:00,API_JSON_identity,research/references/uniprot_IL12A.json,ce089ec46e6ee82b91bdf4a3f8e1263c83baaeb28081dd8eaed5ffd1b959a022,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P29460,IL12B human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P29460.json,unavailable,unavailable,resource,249,2026-09-12T19:10:37.426219+00:00,API_JSON_identity,research/references/uniprot_IL12B.json,aefe8f13ba48952f0d1548e466bd3143647a8f9eadf1f722e070a8be5c9b5b18,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P35225,IL13 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P35225.json,unavailable,unavailable,resource,232,2026-09-12T19:10:38.456345+00:00,API_JSON_identity,research/references/uniprot_IL13.json,3664589414d41a843764556324da2a279cdd2ed1a7097b007e92d282366c1306,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P40933,IL15 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P40933.json,unavailable,unavailable,resource,207,2026-09-12T19:10:39.624123+00:00,API_JSON_identity,research/references/uniprot_IL15.json,a682b20afa52bfb33d35f98a5f30fa3cbaa2dac4da49acdd9bc67d2f31600c75,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P51671,CCL11 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P51671.json,unavailable,unavailable,resource,220,2026-09-12T19:09:32.723908+00:00,API_JSON_identity,research/references/uniprot_CCL11.json,e6a6bc43ad1949904efb185cb3ba96d5ed3e6a413be735617d837fe3ca79e901,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_P60568,IL2 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/P60568.json,unavailable,unavailable,resource,207,2026-09-12T18:55:38.747699+00:00,API_JSON_identity,research/references/uniprot_IL2.json,11b4c9dfb95dcf90ba6f3abafdab2ef3290293eca78158c748d50152ea456f14,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_Q14005,IL16 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/Q14005.json,unavailable,unavailable,resource,222,2026-09-12T19:10:41.412042+00:00,API_JSON_identity,research/references/uniprot_IL16.json,787cb9ed6c0d5736719e08f5ad3cd7823cf1f13060e4bccb0b2c36a564d44fe0,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_Q16552,IL17A human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/Q16552.json,unavailable,unavailable,resource,209,2026-09-12T19:10:42.614156+00:00,API_JSON_identity,research/references/uniprot_IL17A.json,b475356a182537e3717192dd12b849b0ef559d1e61fe2cd60322ae54c7348e23,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_Q92583,CCL17 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/Q92583.json,unavailable,unavailable,resource,200,2026-09-12T19:09:43.133042+00:00,API_JSON_identity,research/references/uniprot_CCL17.json,91be4ae1029f2f7fda075cd3d71ec7d8c3ccd7e6e9ae67a8008458b91571305e,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_Q99616,CCL13 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/Q99616.json,unavailable,unavailable,resource,207,2026-09-12T19:09:38.359146+00:00,API_JSON_identity,research/references/uniprot_CCL13.json,fcbf90dfe2f8a72bf34e0f461e00bec4e0570578ffddf5a809db23241157b63e,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
UP_Q9Y258,CCL26 human protein identity,UniProt Consortium,unavailable,https://rest.uniprot.org/uniprotkb/Q9Y258.json,unavailable,unavailable,resource,199,2026-09-13T01:19:33.685529+00:00,API_JSON_identity,research/references/uniprot_CCL26.json,77d1b55e180906f46407c713bf0919f1790fc6898249b6548e5aa8ef182fc5ba,Homo sapiens,Identity snapshot only; functional annotations are not imported as assertions. Retrieval timestamp is local snapshot write time.,identity_only,unavailable
